plot,movie_id
"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where di",667
"After losing his arm in a car accident, a criminal psychologist has it replaced with a limb that belonged to a serial killer.",668
A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,669
"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",670
"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",671
"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",672
An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,673
Movie not found!,674
Movie not found!,675
"The story of one man's defiance of the United States government. The hero, John Vogelin, is an old rancher whose property adjoins the White Sands Missile Range in New Mexico. When the U.S. ...",676
A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,677
"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.",678
A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,679
"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.",680
Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,681
A recently widowed Welsh man struggles to build a rocket to launch his wife's ashes into space.,682
"Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",683
"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",684
Movie not found!,685
"A retired Navy officer returns to active duty, along with a group of misfit sailors, to battle his former nemesis.",686
"The misadventures of a suburban boy, family and friends.",687
"When two brothers use a household rifle without their father's consent, they get more than they bargained for.",688
"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",689
"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",690
Movie not found!,691
"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",692
"Anne was in love with Frederick, who was rejected by her snobby parents 8 years ago. They've now hit hard times and rent out their mansion to his brother-in-law. He returns a Royal Navy captain. Will he remember Anne?",693
"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",694
"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",695
Movie not found!,696
Movie not found!,697
"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",698
"Gwyn begins doubting her &quot;yes&quot; to Matt's wedding proposal, when she hears about her parents' and brother's adultery.",699
Movie not found!,700
"An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals.",701
"In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",702
Movie not found!,703
A silent film production company and cast make a difficult transition to sound.,704
"After being bitten by a werewolf in the jungle, Ted looks for a cure. His lawyer sister, with a son and dog, invites him to park his camper by her house in the woods and live out of her fridge.",705
"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.",706
A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,707
A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,708
"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.",709
Movie not found!,710
A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,711
"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.",712
The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.,713
A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,714
"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",715
Movie not found!,716
"A 15 minutes minimalist summa of theatre art: threshold, space, voice, body, craziness, and crisis. In the bleak midwinter, a young group of Estonian non-professional actors explores the constituent elements of theatre and life.",717
"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",718
"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",719
"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",720
"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",721
"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close frie",722
"3 women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",723
"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",724
"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",725
"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Be",726
"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",727
"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",728
Movie not found!,729
"In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.",730
An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.,731
A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.,732
"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",733
"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",734
"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",735
"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",736
"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",737
"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",738
A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,739
The last supper has been given to death penalty prisoners as long as the punishment has existed. Tradition stems from funeral rites where the deceased person was given food on his deathbed to protect him on his journey to the afterlife.,740
"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",741
Movie not found!,742
"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",743
Movie not found!,744
"Teenage geniuses deal with their abilities while developing a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans.",745
A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,746
Sleuth Simon Templar ties a London baby's kidnapping to a black-market baby ring based in Brazil.,747
Movie not found!,748
"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally ",749
James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,750
Movie not found!,751
Movie not found!,752
"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",753
"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",754
"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",755
"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all ...",756
"After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerful corporate tycoon, where his face is recon",757
CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,758
"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",759
"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",760
A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,761
A rejected hockey player puts his skills to the golf course to save his grandmother's house.,762
"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.",763
A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,764
"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",765
Pro Wrestler struggles with fame & addiction.,766
An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,767
"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",768
"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",769
"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",770
"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",771
"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",772
N/A,773
A woman's world is rocked when she discovers her husband is cheating on her.,774
"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",775
A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,776
"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",777
A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,778
Movie not found!,779
A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,780
Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.,781
"A group of young boys befriend a prostitute named, V.",782
"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides occur at Dr. Lyell's apartment complex, Hom",783
"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.",784
Movie not found!,785
An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,786
Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,787
"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",788
"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",789
Movie not found!,790
"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",791
"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",792
A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,793
A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,794
The family of a special-needs teen is good at dealing with the challenges he faces - and excellent at creating new ones.,795
"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",796
"When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock).",797
An eccentric single mother tries to raise her young teenage son.,798
An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,799
Movie not found!,800
"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",801
"During the Viet Nam War, a Viet Namese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her.",802
"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the polic",803
A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,804
A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,805
"In this movie, we see the world through the eyes of main character Justice (Janet Jackson), a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",806
Movie not found!,807
"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",808
Fact-based story about the controversial conviction of Dr. Sam Sheppard (Peter Strauss) for the murder of his wife in Cleveland. The story picks up with his conviction and concentrates on ...,809
"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",810
"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",811
Movie not found!,812
Movie not found!,813
"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",814
The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,815
"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose ...",816
An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,817
"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?",818
"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",819
"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",820
"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.",821
"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",822
Movie not found!,823
"An in-depth look at the auspicious production of D.O.A. A Rite of Passage, the documentary funded by High Times founder Tom Forcade in which guerrilla filming methods captured the first (and only) U.S. tour of the notorious Sex Pistols.",824
"Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon ...",825
Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,826
"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",827
Two prisoners chained together flee during an escape attempt gone bad.,828
A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,829
"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",830
"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",831
"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",832
"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",833
Movie not found!,834
A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,835
"A man needing money agrees to impersonate a non-existent person who said he'd be committing suicide as a protest, and a political movement begins.",836
Movie not found!,837
A scientist tries to prove the existence of the Loch Ness monster.,838
A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,839
Movie not found!,840
A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,841
Movie not found!,842
"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",843
"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",844
"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",845
"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",846
"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",847
A young hot-shot stock car driver gets his chance to compete at the top level.,848
Movie not found!,849
Movie not found!,850
Movie not found!,851
A government employee discovers that the cause of the tensions between the two political parties is a race of extraterrestrial insects eating the brains of the politicians.,852
The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,853
"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.",854
An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,855
"Female artists, writers, photographers, designers, and adventurers are settled in Paris between the wars.",856
"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",857
"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",858
The story of the Pre-Fab Four and their fight to be taken seriously as musicians.,859
"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",860
"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.",861
Movie not found!,862
"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",863
"When Canadian figure skaters, Jamie Sale and David Pelletier, skated a flawless routine in Salt Lake City, it should have been a gold medal performance they would always remember. But ...",864
Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,865
Movie not found!,866
A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.,867
"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",868
A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,869
"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",870
"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""...",871
"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",872
"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",873
"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",874
"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",875
"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",876
"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",877
"Cold War Peacemaker is the amazing and unique story of the development of the B-36 very-long-long-range nuclear bomber. From its beginnings during WWII, through construction in a former ...",878
"One person can keep a family together and, when that one person is gone, a family can be torn apart.",879
"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",880
"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.",881
"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",882
"This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",883
"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",884
Movie not found!,885
"What did little Eve see--and how will it haunt her? Husband, father and womanizer Louis Batiste is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.",886
"Max/W.Snipes has a one night stand with Karen/N.Kinski in NYC. He returns to his wife, 2 kids and career in LA but is affected. A year later, Max and Karen meet again by chance, but this time they're with their spouses.",887
Movie not found!,888
A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.,889
"In 1930s Berlin, a gay Jew is sent to a concentration camp under the Nazi regime.",890
"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",891
An unhappily married Manhattan socialite couple flee from the I.R.S. and end up in Amish country where they pretend to be visiting relatives.,892
"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",893
"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",894
Movie not found!,895
"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send ...",896
N/A,897
Movie not found!,898
"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",899
The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,900
Movie not found!,901
A handyman with marital problems meets a housewife with the same.,902
Movie not found!,903
Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,904
Movie not found!,905
A naive bug joins a corrupt police force that patrols a vast garbage dump.,906
The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,907
"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",908
"A rough, short-tempered patriarch of a working class family has his life and the relationships around him slowly unravel.",909
"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",910
Movie not found!,911
Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates ...,912
A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,913
A man joins the political campaign of a smooth-operator candidate for President of the U.S.,914
"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.",915
Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,916
"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",917
Movie not found!,918
"Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary.",919
Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,920
"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",921
Movie not found!,922
Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,923
"Carrie Wells, a former police detective, has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.",924
"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",925
Movie not found!,926
"Follow along with director Jeff Smith, as he discovers all that California has to offer in the exciting world of craft beer. Includes interviews at Sierra Nevada, Stone Brewing, Lagunitas, and many, many, many others.",927
Harriet M. Welsch is a spy. But when her friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,928
Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,929
Movie not found!,930
"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",931
Movie not found!,932
Movie not found!,933
A group of women who are imprisoned on the island of Sumatra by the Japanese during World War II use music to relieve their misery.,934
"The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.",935
Movie not found!,936
Movie not found!,937
An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,938
Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.,939
"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",940
"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",941
"The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",942
A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.,943
Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,944
Movie not found!,945
Movie not found!,946
Two friends who have gone too long without sex set out to get some.,947
Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,948
Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,949
Movie not found!,950
"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",951
"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",952
One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.,953
"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",954
A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,955
"All the while, Master Chu tries to find his place in the foreign American world.",956
Movie not found!,957
The adventures of high school and junior high students on the last day of school in May 1976.,958
An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,959
"After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world.",960
A young woman struggles for independence and identity in a small Florida tourist town.,961
"Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some...",962
Movie not found!,963
An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,964
Movie not found!,965
"An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental Lord, who oversees the trust.",966
Movie not found!,967
"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",968
The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,969
"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",970
"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",971
"A series of still photographs taken by 'Linda McCartney' of the Grateful Dead at the Dead's house in Haight-Ashbury and at a concert in Central Park, both in the early days of the band. ...",972
"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",973
"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",974
Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain ...,975
Movie not found!,976
"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",977
Movie not found!,978
"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",979
"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid, and left in fear of his life) to bury his father. He meets up with his brother Ernest, who tells him their other brother S",980
"While seeking answers regarding the death of the twin brother he never knew he had, a French cop and his sibling's fiancée find themselves pursued by corrupt FBI agents and the Russian mafia.",981
Movie not found!,982
